view,run,removed,degree,strength,largest_component_nodes,components,global_efficiency_loss
validated_probable_no_concept,57,"wood, milk, vegetables",1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,58,thousands and thousands of sheep,1,1.0,151,97,0.00022984948902888408
validated_probable_no_concept,59,clothes,1,1.0,152,97,-0.000181686155985461
validated_probable_no_concept,60,meat,2,2.0,149,98,0.0008939783083943692
validated_probable_no_concept,61,yaks and horses,1,1.0,151,97,0.0003515788956709731
validated_probable_no_concept,62,tibetan rock salt,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,63,tsakhalho: salt production and the preservation of a catholic church,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,64,salt and wool,1,1.0,152,97,-0.00016506105207856475
validated_probable_no_concept,65,sheep,1,1.0,151,97,0.00023296669601144404
validated_probable_no_concept,66,salt and livestock products,2,2.0,152,98,-0.00013804525822985053
validated_probable_no_concept,67,salt mines,2,2.0,152,98,-0.00014843594817166156
validated_probable_no_concept,68,grain-salt-rice circuit,1,1.0,151,97,0.0003594758200266973
validated_probable_no_concept,69,thousanns of mules,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,70,"roo sheep, laden with salt",1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,71,their salt onward to leh,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,72,butter,2,2.0,151,97,0.0002984973139110725
