node,weighted_degree,weighted_in_degree,weighted_out_degree,pagerank,betweenness,closeness,eigenvector
early summer of 1948,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
early tourists,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
early writers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
earth,2.0,0,2.0,0.00020559983644291994,0.0,0.0,2.8577314235739268e-05
earthen walls of the unpretentious mosque sandwiched between a roadside chorten and the gompa perched on its crag,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,1.5609113361258373e-35
east,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
east india company's government,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
east_and_south-east_of_ladakh,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
economic structures,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
education,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
education camps for young people who have been left high and dry by the system,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,4.893081202719235e-38
education department,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
education officer,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,1.88711078302149e-39
education on offer,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
educational and cultural development,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
effort to keep themselves acceptably clean,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
"eight kilometres ahead, a collection of flat roofs among trees",1.0,1.0,0,0.0002926985072998085,0.0,0.00240713954313474,0.0045827321373169885
eight teams contended for the trophy in archery,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"either encumbered with glaciers, or issued in impassable gorges; or else they were infested by bandits and slave-traffickers.",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
elderly people,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
elders of a family,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
elders of their faith in central tibet,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
electorate,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
elephant,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.8000432963627116e-42
elephants,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
eleven-foot horns,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.506338807828932e-41
eleven-headed avalokiteswara and a beautifully painted chorten,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
eleventh-century monastery,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,0.00376384452862787
eliminate shapu from many areas it used to frequent,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
eminence,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
employment,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
endangered list,8.0,8.0,0,0.0016031420816915152,0.0,0.0024016811768237767,1.340359666535883e-33
endless_repetitions_of_om_mani_padme_hum,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
engineers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
english,2.0,2.0,0,0.00040246944728346946,0.0,0.0006861946219496504,2.733252495725997e-29
englishman,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
engraving on the rock-face,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
enlightened soul,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
enormous popularity in baltistan,1.0,1.0,0,0.0002964193463733666,0.0,0.0005337069281830614,3.169908428638643e-05
enormous silver chorten,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
enough food to sustain its inhabitants,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
ensuring economic independence,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
entire mountain complex of inner asia,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
entourage of a beautiful tartar princess,1.0,1.0,0,0.0005729810388083078,0.0,0.000720504353047133,2.3120750779056406e-05
environmentally inappropriate,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
envoys despatched by tson-ka-pa,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"envoys from villages upriver (saspol, alchi, likir and nyemo)",1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
essential part of buddhist social life,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
europe,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
european-style with wool wound round left hand,1.0,1.0,0,0.0002864979374360122,0.0,0.0004002801961372961,4.893081202719235e-38
evaporation from extensive lakes and rivers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"even in winter, gratefully savouring the sun's warmth",1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,2.314880263871204e-06
even the less exuberant kargilis have become infected by festival fever,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
evening dinner,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,0.00037869525278969745
events,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
every buddhist family,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
every dancer,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
every family event,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
every kind of activity connected with agriculture,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,6.981412360928673e-33
every ladakhi buddhist's training in the social graces,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
every one of the rivers and streams,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
every soul,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
everyday affairs of gompas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
everyone,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
evil spirits,1.0,1.0,0,0.00022777666662739503,0.0,0.0004503152206544581,2.5300036368486513e-29
excellence,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"except for us changpas, whether tibetan or ladakhi, we still like the salt from here and we still use it",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
exclusiveness of islam,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"exhibiting a feel for ladakh’s unique qualities, and an awareness of the threat",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
exhibition and tournament matches,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
existing methods,1.0,1.0,0,0.00024604888693946606,0.0,0.0004002801961372961,1.5209821497553187e-32
exotic dairy breeds,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
exotic vegetables,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
exoticism,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
expanded and shrank according to the relative power of its rulers and those of neighbouring countries,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
explorers in western tibet,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"explorers, sportsmen, and enterprising tourists",1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
expression of ancestral knowledge,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
extensive marshes,2.0,2.0,0,0.0006165386307433262,0.0,0.0006754728309816872,7.600086592725423e-42
extent of the mountain complexes,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
extraordinarily,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
eye,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,1.2154335601363116e-07
"factors such as animals involved, regional environment, seasonality, mobility and political organization",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
fair price,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
families,4.0,0,4.0,0.00020559983644291994,0.0,0.0,1.5735120692147335e-39
family,2.0,1.0,1.0,0.00029294622677095714,9.015319732821984e-08,0.0003002101471029721,6.858679602020341e-43
family and community bonds,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
family in need,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
family organization,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
family's heirlooms and relics,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
famous yogins,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
farmers,4.0,1.0,3.0,0.00024604888693946606,5.409191839693191e-07,0.0004002801961372961,2.2268724220717132e-32
farmers from lower ladakh (or sham),1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
farmers of the sham ilaqa,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
farming,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
fascinating vignettes of secular life,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
father francisco de azevedo,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
fatu-la,1.0,0,1.0,0.00020559983644291994,0.0,0.0,8.20289447718625e-34
fertile,1.0,1.0,0,0.0004914790578593501,0.0,0.0008339170752860336,2.8424839434104154e-05
festival,5.0,5.0,0,0.0008461400321818595,0.0,0.0015010507355148605,2.935777590815208e-33
festival of ketuk-chenmo,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
fez-like hat,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
field,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
fields,7.0,5.0,2.0,0.0006986651560028417,4.687966261067432e-06,0.002505457523970483,0.004391224019750338
fierce deities,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
fifteen years before 1663,1.0,1.0,0,0.0002864979374360122,0.0,0.0004002801961372961,4.702658656329462e-05
fifteenth century,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,0.003913822945255084
fifth dalai lama,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
figures,2.0,1.0,1.0,0.0002638307633282781,9.015319732821984e-08,0.0003002101471029721,3.0284221949009615e-40
figures of deities and bodhisattvas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
finer carpets,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
firearms,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
first ge-lugs-pa monastery,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.818261828826402e-42
first half of this century,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,2.578421367283395e-05
first radio in ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
first two directors of the lnp,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
fish,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,2.355515457252668e-05
five dhayani buddhas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
five years,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,0.00034194996587713123
flagship species of trans-himalaya,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,0.00376384452862787
flat roofs for storing winter forage,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,1.2154335601363116e-07
flat-roofed houses,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
fleming,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
flocks,2.0,2.0,0,0.00035117715365631525,0.0,0.0006004202942059442,1.249734863663646e-07
flocks of hill pigeons,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
flocks of sheep and pashmina goats,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
flowers,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
flowery gardens,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
flute,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"fodder crops, principally lucerne",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
fodder production,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
folk-songs,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"food-grains, tea and other essential commodities",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
foodgrains,3.0,3.0,0,0.0007296781784111433,0.0,0.0009006304413089162,8.345474291697066e-42
foot of the ascent to fatu-la,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
football,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
footpath,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
for barley,1.0,1.0,0,0.0005511458989637314,0.0,0.011696341870429512,0.0007734056288991788
for centuries without a break,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
for fourteen years,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
for many years,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
for salt,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
for the election of 1996,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
for the most part women are relatively secluded,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
force sent from kashmir,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
forces of islam,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
foreign merchants,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
forestry,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
formal perfection of the mandalas,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,8.998589102701464e-10
fortune,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
fortune on her head,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
fountain of faith,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
four craftsmen,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
four kings,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
fr. antonio de andrade,3.0,1.0,2.0,0.00038029261709899437,1.8030639465643968e-07,0.0003002101471029721,8.345474291697066e-42
fragile mountain ecologies,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
fragments,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
francis younghusband,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
francke,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
francois bernier,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
frederic drew,6.0,0,6.0,0.00020559983644291994,0.0,0.0,0.05264356716338384
freebooters,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
fresh butter,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
friends,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
from ancient indian buddhism,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"from buddhist values, and from the 'firm sense of personal identity and social position in a community'",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
from delhi over the pir panjal into kashmir en route for tibet,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
from kargil,1.0,1.0,0,0.0003673960384291045,0.0,0.0004002801961372961,4.818261828826402e-42
from kashmir in response to an appeal from deldan,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
from ladakhi court,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
from one of the great madrasas of iran or iraq,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
from the depredations of the ladakhi army for eighteen years,1.0,1.0,0,0.00026700902327997513,0.0,0.0004503152206544581,5.14511242785085e-05
from the disastrous events of 1630,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
from the mahayana,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
from the raw material of pashmina goat,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
from the spiritual authorities of tibet,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
from the trade,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
from their milk,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
fruit,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
fruit from a tree,1.0,1.0,0,0.0007654168355968785,0.0,0.00048033623536475534,3.8000432963627116e-42
fruit trees and crops,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
